# average stat prob      surprisal      approx. JS divergence
# total JS divergence: -0.462264804609
0.005847315205    -0.019861702348    -0.000116137634
0.000114804246    0.080556911825    0.000009248275
0.000195780744    0.157252420736    0.000030786996
0.000195870057    0.066286159665    0.000012983474
0.000013555410    0.121780467776    0.000001650784
0.000021994505    0.113572479768    0.000002497970
0.000554385957    0.076970293138    0.000042671250
0.000000696218    0.071869346506    0.000000050037
0.005111190193    0.006643587723    0.000033956640
0.000000647507    0.136299265849    0.000000088255
0.000000694186    0.117827334932    0.000000081794
0.000109900984    0.060892222888    0.000006692115
0.000005989243    0.125406936801    0.000000751093
0.000000042863    0.168507803015    0.000000007223
0.000203543659    0.139219125748    0.000028337170
0.000073405490    0.146490498749    0.000010753207
0.000028240406    0.150600020792    0.000004253006
0.000004330638    0.014201060661    0.000000061500
0.000278898203    0.169235555296    0.000047199492
0.001232217625    0.134021722918    0.000165143929
0.000074494736    0.144966531052    0.000010799243
0.000011614074    0.080822343592    0.000000938677
0.000001100981    0.124611650099    0.000000137195
0.000002076663    0.153713994372    0.000000319212
0.000532377907    0.130151677890    0.000069289878
0.000004389469    0.094855791555    0.000000416367
0.000005095039    0.111548570443    0.000000568344
0.000000320047    0.057496130173    0.000000018401
0.000251149781    0.070591800686    0.000017729115
0.000049799864    0.119597543080    0.000005955941
0.000539894694    0.187575312892    0.000101270916
0.000115078007    0.141937602863    0.000016333897
0.015160326068    -0.533381473570    -0.008086237058
0.000006940523    0.088398416096    0.000000613531
0.000018379611    0.061312530589    0.000001126900
0.000077918304    0.096725231165    0.000007536666
0.001290203085    0.139715247066    0.000180261043
0.000000672419    0.067326326550    0.000000045272
0.000001778906    0.104947708891    0.000000186692
0.000240902931    0.266687509457    0.000064245803
0.000019276510    0.057359975232    0.000001105700
0.000677568197    0.156144605662    0.000105798619
0.000238014896    0.058554060150    0.000013936739
0.000000067779    0.082353228029    0.000000005582
0.000001288656    0.074059348798    0.000000095437
0.000086429274    0.087691813214    0.000007579140
0.000000614327    0.178361220181    0.000000109572
0.000000178258    0.000391048649    0.000000000070
0.000006567948    0.060457654880    0.000000397083
0.000001070917    0.187431699216    0.000000200724
0.001129945252    0.109439283923    0.000123660399
0.000010203181    0.144631518778    0.000001475702
0.000006647294    0.096196941378    0.000000639449
0.000481218684    0.186675267532    0.000089831627
0.000095312815    0.096047170823    0.000009154526
0.000000715714    0.057315923364    0.000000041022
0.000003962394    0.113004376977    0.000000447768
0.000170189226    0.182779044774    0.000031107024
0.000799265764    0.175281207709    0.000140096268
0.000272081108    0.081638307772    0.000022212241
0.000201695453    0.144448382122    0.000029134582
0.000000000949    0.043817670607    0.000000000042
0.000029461168    0.066833615463    0.000001968996
0.000001283183    0.019563461840    0.000000025103
0.000129316855    0.155291356344    0.000020081790
0.000001220086    0.133423899489    0.000000162789
0.000067992269    0.102982545044    0.000007002017
0.000160608820    0.105518184159    0.000016947151
0.000001359771    0.056259627814    0.000000076500
0.000024802841    0.056990758006    0.000001413533
0.000000434418    0.066184316360    0.000000028752
0.000089082502    0.125265795507    0.000011158990
0.000520532966    0.071028974227    0.000036972923
0.000011271540    0.095502967288    0.000001076466
0.000215441188    0.111340313707    0.000023987290
0.000499759159    0.185989850020    0.000092950131
0.000000772161    0.004081497348    0.000000003152
0.000003480130    0.029608750279    0.000000103042
0.000389883300    0.194810005264    0.000075953168
0.000065156538    0.168161207148    0.000010956802
0.000006908614    0.112762018760    0.000000779029
0.000003035493    0.039219093549    0.000000119049
0.000117418604    0.078324483060    0.000009196751
0.000406693763    0.075090020461    0.000030538643
0.000379499822    0.072170573464    0.000027388720
0.000000050341    0.137650417344    0.000000006929
0.003188033106    0.059009938717    0.000188125638
0.000000577312    0.091749009669    0.000000052968
0.000004161035    0.171975511842    0.000000715596
0.000000367899    0.058929220324    0.000000021680
0.000390912054    0.186939238588    0.000073076802
0.000136963567    0.139205522163    0.000019066085
0.000000775625    0.047716238251    0.000000037010
0.000089172834    0.109717716145    0.000009783840
0.000000005171    0.144786956254    0.000000000749
0.000002304001    0.036967251710    0.000000085173
0.000097210343    0.197709936970    0.000019219451
0.000143684563    0.098531685535    0.000014157482
0.000007068625    0.062781835906    0.000000443781
0.000515623438    0.047409689058    0.000024445547
0.001342800497    0.130753753146    0.000175576205
0.000001210662    0.058491614378    0.000000070814
0.000112808837    0.094314200000    0.000010639475
0.000202658524    0.058040906512    0.000011762484
0.000000001663    0.080699237695    0.000000000134
0.000881401756    0.083091037036    0.000073236586
0.000073166568    0.189796895885    0.000013886788
0.000008482058    0.142284345291    0.000001206864
0.002296649991    0.096287731716    0.000221139218
0.000414160314    0.155338423442    0.000064335010
0.000284796794    0.067423811153    0.000019202085
0.000298469532    0.138438734514    0.000041319744
0.000275955256    0.111129367852    0.000030666733
0.000430938845    0.098697790308    0.000042532712
0.000000131865    0.119361715764    0.000000015740
0.000272025962    0.027810115181    0.000007565073
0.000244044396    0.121573755018    0.000029669394
0.000000286501    0.080484961638    0.000000023059
0.000191670770    0.115245027998    0.000022089103
0.000351478252    0.166759108996    0.000058612200
0.001515331022    0.065593189674    0.000099395395
0.004047945287    0.041386843225    0.000167531677
0.000011167829    0.061302730098    0.000000684618
0.000007619815    0.035543001489    0.000000270831
0.000122099123    0.107270749986    0.000013097664
0.000001912053    0.042825508616    0.000000081885
0.000000815820    0.052692018610    0.000000042987
0.000000423943    0.069225628347    0.000000029348
0.000718291525    0.107532120258    0.000077239411
0.001765643156    0.081770314056    0.000144377195
0.000192667321    0.136575002702    0.000026313540
0.000544685593    0.134962193435    0.000073511962
0.000000762646    0.059042237391    0.000000045028
0.000538583008    0.123489923001    0.000066509574
0.000111584541    0.139554531239    0.000015572128
